"","country_name","country_id","country_text_id","year","v2x_regime","v2x_regime_amb","v2x_regime_string","v2x_regime_amb_string"
"60","Afghanistan",36,"AFG",1848,NA,NA,NA,NA
"61","Afghanistan",36,"AFG",1849,NA,NA,NA,NA
"62","Afghanistan",36,"AFG",1850,NA,NA,NA,NA
"63","Afghanistan",36,"AFG",1851,NA,NA,NA,NA
"64","Afghanistan",36,"AFG",1852,NA,NA,NA,NA
"65","Afghanistan",36,"AFG",1853,NA,NA,NA,NA
"66","Afghanistan",36,"AFG",1854,NA,NA,NA,NA
"67","Afghanistan",36,"AFG",1855,NA,NA,NA,NA
"68","Afghanistan",36,"AFG",1856,NA,NA,NA,NA
"69","Afghanistan",36,"AFG",1857,NA,NA,NA,NA
"70","Afghanistan",36,"AFG",1858,NA,NA,NA,NA
"71","Afghanistan",36,"AFG",1859,NA,NA,NA,NA
"72","Afghanistan",36,"AFG",1860,NA,NA,NA,NA
"73","Afghanistan",36,"AFG",1861,NA,NA,NA,NA
"74","Afghanistan",36,"AFG",1862,NA,NA,NA,NA
"75","Afghanistan",36,"AFG",1863,NA,NA,NA,NA
"76","Afghanistan",36,"AFG",1864,NA,NA,NA,NA
"77","Afghanistan",36,"AFG",1865,NA,NA,NA,NA
"78","Afghanistan",36,"AFG",1866,NA,NA,NA,NA
"79","Afghanistan",36,"AFG",1867,NA,NA,NA,NA
"80","Afghanistan",36,"AFG",1868,NA,NA,NA,NA
"81","Afghanistan",36,"AFG",1869,NA,NA,NA,NA
"82","Afghanistan",36,"AFG",1870,NA,NA,NA,NA
"83","Afghanistan",36,"AFG",1871,NA,NA,NA,NA
"84","Afghanistan",36,"AFG",1872,NA,NA,NA,NA
"85","Afghanistan",36,"AFG",1873,NA,NA,NA,NA
"86","Afghanistan",36,"AFG",1874,NA,NA,NA,NA
"87","Afghanistan",36,"AFG",1875,NA,NA,NA,NA
"88","Afghanistan",36,"AFG",1876,NA,NA,NA,NA
"89","Afghanistan",36,"AFG",1877,NA,NA,NA,NA
"90","Afghanistan",36,"AFG",1878,NA,NA,NA,NA
"91","Afghanistan",36,"AFG",1879,NA,NA,NA,NA
"92","Afghanistan",36,"AFG",1880,NA,NA,NA,NA
"93","Afghanistan",36,"AFG",1881,NA,NA,NA,NA
"94","Afghanistan",36,"AFG",1882,NA,NA,NA,NA
"95","Afghanistan",36,"AFG",1883,NA,NA,NA,NA
"96","Afghanistan",36,"AFG",1884,NA,NA,NA,NA
"97","Afghanistan",36,"AFG",1885,NA,NA,NA,NA
"98","Afghanistan",36,"AFG",1886,NA,NA,NA,NA
"99","Afghanistan",36,"AFG",1887,NA,NA,NA,NA
"100","Afghanistan",36,"AFG",1888,NA,NA,NA,NA
"101","Afghanistan",36,"AFG",1889,NA,NA,NA,NA
"102","Afghanistan",36,"AFG",1890,NA,NA,NA,NA
"103","Afghanistan",36,"AFG",1891,NA,NA,NA,NA
"104","Afghanistan",36,"AFG",1892,NA,NA,NA,NA
"105","Afghanistan",36,"AFG",1893,NA,NA,NA,NA
"106","Afghanistan",36,"AFG",1894,NA,NA,NA,NA
"107","Afghanistan",36,"AFG",1895,NA,NA,NA,NA
"108","Afghanistan",36,"AFG",1896,NA,NA,NA,NA
"109","Afghanistan",36,"AFG",1897,NA,NA,NA,NA
"110","Afghanistan",36,"AFG",1898,NA,NA,NA,NA
"111","Afghanistan",36,"AFG",1899,NA,NA,NA,NA
"112","Afghanistan",36,"AFG",1900,NA,NA,NA,NA
"113","Afghanistan",36,"AFG",1901,NA,NA,NA,NA
"114","Afghanistan",36,"AFG",1902,NA,NA,NA,NA
"115","Afghanistan",36,"AFG",1903,NA,NA,NA,NA
"116","Afghanistan",36,"AFG",1904,NA,NA,NA,NA
"117","Afghanistan",36,"AFG",1905,0,0,"Closed Autocracy","Closed Autocracy Lower"
"118","Afghanistan",36,"AFG",1906,0,0,"Closed Autocracy","Closed Autocracy Lower"
"119","Afghanistan",36,"AFG",1907,0,0,"Closed Autocracy","Closed Autocracy Lower"
"120","Afghanistan",36,"AFG",1908,0,0,"Closed Autocracy","Closed Autocracy Lower"
"121","Afghanistan",36,"AFG",1909,0,0,"Closed Autocracy","Closed Autocracy Lower"
"122","Afghanistan",36,"AFG",1910,0,0,"Closed Autocracy","Closed Autocracy Lower"
"123","Afghanistan",36,"AFG",1911,0,0,"Closed Autocracy","Closed Autocracy Lower"
"124","Afghanistan",36,"AFG",1912,0,0,"Closed Autocracy","Closed Autocracy Lower"
"125","Afghanistan",36,"AFG",1913,0,0,"Closed Autocracy","Closed Autocracy Lower"
"126","Afghanistan",36,"AFG",1914,0,0,"Closed Autocracy","Closed Autocracy Lower"
"127","Afghanistan",36,"AFG",1915,0,0,"Closed Autocracy","Closed Autocracy Lower"
"128","Afghanistan",36,"AFG",1916,0,0,"Closed Autocracy","Closed Autocracy Lower"
"129","Afghanistan",36,"AFG",1917,0,0,"Closed Autocracy","Closed Autocracy Lower"
"130","Afghanistan",36,"AFG",1918,0,0,"Closed Autocracy","Closed Autocracy Lower"
"131","Afghanistan",36,"AFG",1919,0,0,"Closed Autocracy","Closed Autocracy Lower"
"132","Afghanistan",36,"AFG",1920,0,0,"Closed Autocracy","Closed Autocracy Lower"
"133","Afghanistan",36,"AFG",1921,0,0,"Closed Autocracy","Closed Autocracy Lower"
"134","Afghanistan",36,"AFG",1922,0,0,"Closed Autocracy","Closed Autocracy Lower"
"135","Afghanistan",36,"AFG",1923,0,0,"Closed Autocracy","Closed Autocracy Lower"
"136","Afghanistan",36,"AFG",1924,0,0,"Closed Autocracy","Closed Autocracy Lower"
"137","Afghanistan",36,"AFG",1925,0,0,"Closed Autocracy","Closed Autocracy Lower"
"138","Afghanistan",36,"AFG",1926,0,0,"Closed Autocracy","Closed Autocracy Lower"
"139","Afghanistan",36,"AFG",1927,0,0,"Closed Autocracy","Closed Autocracy Lower"
"140","Afghanistan",36,"AFG",1928,0,0,"Closed Autocracy","Closed Autocracy Lower"
"141","Afghanistan",36,"AFG",1929,0,0,"Closed Autocracy","Closed Autocracy Lower"
"142","Afghanistan",36,"AFG",1930,0,0,"Closed Autocracy","Closed Autocracy Lower"
"143","Afghanistan",36,"AFG",1931,0,0,"Closed Autocracy","Closed Autocracy Lower"
"144","Afghanistan",36,"AFG",1932,0,0,"Closed Autocracy","Closed Autocracy Lower"
"145","Afghanistan",36,"AFG",1933,0,0,"Closed Autocracy","Closed Autocracy Lower"
"146","Afghanistan",36,"AFG",1934,0,0,"Closed Autocracy","Closed Autocracy Lower"
"147","Afghanistan",36,"AFG",1935,0,0,"Closed Autocracy","Closed Autocracy Lower"
"148","Afghanistan",36,"AFG",1936,0,0,"Closed Autocracy","Closed Autocracy Lower"
"149","Afghanistan",36,"AFG",1937,0,0,"Closed Autocracy","Closed Autocracy Lower"
"150","Afghanistan",36,"AFG",1938,0,0,"Closed Autocracy","Closed Autocracy Lower"
"151","Afghanistan",36,"AFG",1939,0,0,"Closed Autocracy","Closed Autocracy Lower"
"152","Afghanistan",36,"AFG",1940,0,0,"Closed Autocracy","Closed Autocracy Lower"
"153","Afghanistan",36,"AFG",1941,0,0,"Closed Autocracy","Closed Autocracy Lower"
"154","Afghanistan",36,"AFG",1942,0,0,"Closed Autocracy","Closed Autocracy Lower"
"155","Afghanistan",36,"AFG",1943,0,0,"Closed Autocracy","Closed Autocracy Lower"
"156","Afghanistan",36,"AFG",1944,0,0,"Closed Autocracy","Closed Autocracy Lower"
"157","Afghanistan",36,"AFG",1945,0,0,"Closed Autocracy","Closed Autocracy Lower"
"158","Afghanistan",36,"AFG",1946,0,0,"Closed Autocracy","Closed Autocracy Lower"
"159","Afghanistan",36,"AFG",1947,0,0,"Closed Autocracy","Closed Autocracy Lower"
"160","Afghanistan",36,"AFG",1948,0,0,"Closed Autocracy","Closed Autocracy Lower"
"161","Afghanistan",36,"AFG",1949,0,0,"Closed Autocracy","Closed Autocracy Lower"
"162","Afghanistan",36,"AFG",1950,0,0,"Closed Autocracy","Closed Autocracy Lower"
"163","Afghanistan",36,"AFG",1951,0,0,"Closed Autocracy","Closed Autocracy Lower"
"164","Afghanistan",36,"AFG",1952,0,0,"Closed Autocracy","Closed Autocracy Lower"
"165","Afghanistan",36,"AFG",1953,0,0,"Closed Autocracy","Closed Autocracy Lower"
"166","Afghanistan",36,"AFG",1954,0,0,"Closed Autocracy","Closed Autocracy Lower"
"167","Afghanistan",36,"AFG",1955,0,0,"Closed Autocracy","Closed Autocracy Lower"
"168","Afghanistan",36,"AFG",1956,0,0,"Closed Autocracy","Closed Autocracy Lower"
"169","Afghanistan",36,"AFG",1957,0,0,"Closed Autocracy","Closed Autocracy Lower"
"170","Afghanistan",36,"AFG",1958,0,0,"Closed Autocracy","Closed Autocracy Lower"
"171","Afghanistan",36,"AFG",1959,0,0,"Closed Autocracy","Closed Autocracy Lower"
"172","Afghanistan",36,"AFG",1960,0,0,"Closed Autocracy","Closed Autocracy Lower"
"173","Afghanistan",36,"AFG",1961,0,0,"Closed Autocracy","Closed Autocracy Lower"
"174","Afghanistan",36,"AFG",1962,0,0,"Closed Autocracy","Closed Autocracy Lower"
"175","Afghanistan",36,"AFG",1963,0,0,"Closed Autocracy","Closed Autocracy Lower"
"176","Afghanistan",36,"AFG",1964,0,0,"Closed Autocracy","Closed Autocracy Lower"
"177","Afghanistan",36,"AFG",1965,0,0,"Closed Autocracy","Closed Autocracy Lower"
"178","Afghanistan",36,"AFG",1966,0,0,"Closed Autocracy","Closed Autocracy Lower"
"179","Afghanistan",36,"AFG",1967,0,0,"Closed Autocracy","Closed Autocracy Lower"
"180","Afghanistan",36,"AFG",1968,0,0,"Closed Autocracy","Closed Autocracy Lower"
"181","Afghanistan",36,"AFG",1969,0,0,"Closed Autocracy","Closed Autocracy Lower"
"182","Afghanistan",36,"AFG",1970,0,0,"Closed Autocracy","Closed Autocracy Lower"
"183","Afghanistan",36,"AFG",1971,0,0,"Closed Autocracy","Closed Autocracy Lower"
"184","Afghanistan",36,"AFG",1972,0,0,"Closed Autocracy","Closed Autocracy Lower"
"185","Afghanistan",36,"AFG",1973,1,3,"Electoral Autocracy","Electoral Autocracy Lower"
"186","Afghanistan",36,"AFG",1974,0,0,"Closed Autocracy","Closed Autocracy Lower"
"187","Afghanistan",36,"AFG",1975,0,0,"Closed Autocracy","Closed Autocracy Lower"
"188","Afghanistan",36,"AFG",1976,0,0,"Closed Autocracy","Closed Autocracy Lower"
"189","Afghanistan",36,"AFG",1977,0,0,"Closed Autocracy","Closed Autocracy Lower"
"190","Afghanistan",36,"AFG",1978,0,0,"Closed Autocracy","Closed Autocracy Lower"
"191","Afghanistan",36,"AFG",1979,0,0,"Closed Autocracy","Closed Autocracy Lower"
"192","Afghanistan",36,"AFG",1980,0,0,"Closed Autocracy","Closed Autocracy Lower"
"193","Afghanistan",36,"AFG",1981,0,0,"Closed Autocracy","Closed Autocracy Lower"
"194","Afghanistan",36,"AFG",1982,0,0,"Closed Autocracy","Closed Autocracy Lower"
"195","Afghanistan",36,"AFG",1983,0,0,"Closed Autocracy","Closed Autocracy Lower"
"196","Afghanistan",36,"AFG",1984,0,0,"Closed Autocracy","Closed Autocracy Lower"
"197","Afghanistan",36,"AFG",1985,0,0,"Closed Autocracy","Closed Autocracy Lower"
"198","Afghanistan",36,"AFG",1986,0,0,"Closed Autocracy","Closed Autocracy Lower"
"199","Afghanistan",36,"AFG",1987,0,0,"Closed Autocracy","Closed Autocracy Lower"
"200","Afghanistan",36,"AFG",1988,0,0,"Closed Autocracy","Closed Autocracy Lower"
"201","Afghanistan",36,"AFG",1989,0,0,"Closed Autocracy","Closed Autocracy Lower"
"202","Afghanistan",36,"AFG",1990,0,0,"Closed Autocracy","Closed Autocracy Lower"
"203","Afghanistan",36,"AFG",1991,0,0,"Closed Autocracy","Closed Autocracy Lower"
"204","Afghanistan",36,"AFG",1992,0,0,"Closed Autocracy","Closed Autocracy Lower"
"205","Afghanistan",36,"AFG",1993,0,0,"Closed Autocracy","Closed Autocracy Lower"
"206","Afghanistan",36,"AFG",1994,0,0,"Closed Autocracy","Closed Autocracy Lower"
"207","Afghanistan",36,"AFG",1995,0,0,"Closed Autocracy","Closed Autocracy Lower"
"208","Afghanistan",36,"AFG",1996,0,0,"Closed Autocracy","Closed Autocracy Lower"
"209","Afghanistan",36,"AFG",1997,0,0,"Closed Autocracy","Closed Autocracy Lower"
"210","Afghanistan",36,"AFG",1998,0,0,"Closed Autocracy","Closed Autocracy Lower"
"211","Afghanistan",36,"AFG",1999,0,0,"Closed Autocracy","Closed Autocracy Lower"
"212","Afghanistan",36,"AFG",2000,0,0,"Closed Autocracy","Closed Autocracy Lower"
"213","Afghanistan",36,"AFG",2001,0,0,"Closed Autocracy","Closed Autocracy Lower"
"214","Afghanistan",36,"AFG",2002,0,0,"Closed Autocracy","Closed Autocracy Lower"
"215","Afghanistan",36,"AFG",2003,0,0,"Closed Autocracy","Closed Autocracy Lower"
"216","Afghanistan",36,"AFG",2004,1,3,"Electoral Autocracy","Electoral Autocracy Lower"
"217","Afghanistan",36,"AFG",2005,1,3,"Electoral Autocracy","Electoral Autocracy Lower"
"218","Afghanistan",36,"AFG",2006,1,3,"Electoral Autocracy","Electoral Autocracy Lower"
"219","Afghanistan",36,"AFG",2007,1,3,"Electoral Autocracy","Electoral Autocracy Lower"
"220","Afghanistan",36,"AFG",2008,1,3,"Electoral Autocracy","Electoral Autocracy Lower"
"221","Afghanistan",36,"AFG",2009,1,3,"Electoral Autocracy","Electoral Autocracy Lower"
"222","Afghanistan",36,"AFG",2010,1,3,"Electoral Autocracy","Electoral Autocracy Lower"
"223","Afghanistan",36,"AFG",2011,1,3,"Electoral Autocracy","Electoral Autocracy Lower"
"224","Afghanistan",36,"AFG",2012,1,3,"Electoral Autocracy","Electoral Autocracy Lower"
"225","Afghanistan",36,"AFG",2013,1,3,"Electoral Autocracy","Electoral Autocracy Lower"
"226","Afghanistan",36,"AFG",2014,1,3,"Electoral Autocracy","Electoral Autocracy Lower"
"227","Afghanistan",36,"AFG",2015,1,3,"Electoral Autocracy","Electoral Autocracy Lower"
"228","Afghanistan",36,"AFG",2016,1,3,"Electoral Autocracy","Electoral Autocracy Lower"
"229","Afghanistan",36,"AFG",2017,1,3,"Electoral Autocracy","Electoral Autocracy Lower"
"230","Angola",104,"AGO",1900,0,0,"Closed Autocracy","Closed Autocracy Lower"
"231","Angola",104,"AGO",1901,0,0,"Closed Autocracy","Closed Autocracy Lower"
"232","Angola",104,"AGO",1902,0,0,"Closed Autocracy","Closed Autocracy Lower"
"233","Angola",104,"AGO",1903,0,0,"Closed Autocracy","Closed Autocracy Lower"
"234","Angola",104,"AGO",1904,0,0,"Closed Autocracy","Closed Autocracy Lower"
"235","Angola",104,"AGO",1905,0,0,"Closed Autocracy","Closed Autocracy Lower"
"236","Angola",104,"AGO",1906,0,0,"Closed Autocracy","Closed Autocracy Lower"
"237","Angola",104,"AGO",1907,0,0,"Closed Autocracy","Closed Autocracy Lower"
"238","Angola",104,"AGO",1908,0,0,"Closed Autocracy","Closed Autocracy Lower"
"239","Angola",104,"AGO",1909,0,0,"Closed Autocracy","Closed Autocracy Lower"
"240","Angola",104,"AGO",1910,0,0,"Closed Autocracy","Closed Autocracy Lower"
"241","Angola",104,"AGO",1911,0,0,"Closed Autocracy","Closed Autocracy Lower"
"242","Angola",104,"AGO",1912,0,0,"Closed Autocracy","Closed Autocracy Lower"
"243","Angola",104,"AGO",1913,0,0,"Closed Autocracy","Closed Autocracy Lower"
"244","Angola",104,"AGO",1914,0,0,"Closed Autocracy","Closed Autocracy Lower"
"245","Angola",104,"AGO",1915,0,0,"Closed Autocracy","Closed Autocracy Lower"
"246","Angola",104,"AGO",1916,0,0,"Closed Autocracy","Closed Autocracy Lower"
"247","Angola",104,"AGO",1917,0,0,"Closed Autocracy","Closed Autocracy Lower"
"248","Angola",104,"AGO",1918,0,0,"Closed Autocracy","Closed Autocracy Lower"
"249","Angola",104,"AGO",1919,0,0,"Closed Autocracy","Closed Autocracy Lower"
"250","Angola",104,"AGO",1920,0,0,"Closed Autocracy","Closed Autocracy Lower"
"251","Angola",104,"AGO",1921,0,0,"Closed Autocracy","Closed Autocracy Lower"
"252","Angola",104,"AGO",1922,0,0,"Closed Autocracy","Closed Autocracy Lower"
"253","Angola",104,"AGO",1923,0,0,"Closed Autocracy","Closed Autocracy Lower"
"254","Angola",104,"AGO",1924,0,0,"Closed Autocracy","Closed Autocracy Lower"
"255","Angola",104,"AGO",1925,0,0,"Closed Autocracy","Closed Autocracy Lower"
"256","Angola",104,"AGO",1926,0,0,"Closed Autocracy","Closed Autocracy Lower"
"257","Angola",104,"AGO",1927,0,0,"Closed Autocracy","Closed Autocracy Lower"
"258","Angola",104,"AGO",1928,0,0,"Closed Autocracy","Closed Autocracy Lower"
"259","Angola",104,"AGO",1929,0,0,"Closed Autocracy","Closed Autocracy Lower"
"260","Angola",104,"AGO",1930,0,0,"Closed Autocracy","Closed Autocracy Lower"
"261","Angola",104,"AGO",1931,0,0,"Closed Autocracy","Closed Autocracy Lower"
"262","Angola",104,"AGO",1932,0,0,"Closed Autocracy","Closed Autocracy Lower"
"263","Angola",104,"AGO",1933,0,0,"Closed Autocracy","Closed Autocracy Lower"
"264","Angola",104,"AGO",1934,0,0,"Closed Autocracy","Closed Autocracy Lower"
"265","Angola",104,"AGO",1935,0,0,"Closed Autocracy","Closed Autocracy Lower"
"266","Angola",104,"AGO",1936,0,0,"Closed Autocracy","Closed Autocracy Lower"
"267","Angola",104,"AGO",1937,0,0,"Closed Autocracy","Closed Autocracy Lower"
"268","Angola",104,"AGO",1938,0,0,"Closed Autocracy","Closed Autocracy Lower"
"269","Angola",104,"AGO",1939,0,0,"Closed Autocracy","Closed Autocracy Lower"
"270","Angola",104,"AGO",1940,0,0,"Closed Autocracy","Closed Autocracy Lower"
"271","Angola",104,"AGO",1941,0,0,"Closed Autocracy","Closed Autocracy Lower"
"272","Angola",104,"AGO",1942,0,0,"Closed Autocracy","Closed Autocracy Lower"
"273","Angola",104,"AGO",1943,0,0,"Closed Autocracy","Closed Autocracy Lower"
"274","Angola",104,"AGO",1944,0,0,"Closed Autocracy","Closed Autocracy Lower"
"275","Angola",104,"AGO",1945,0,0,"Closed Autocracy","Closed Autocracy Lower"
"276","Angola",104,"AGO",1946,0,0,"Closed Autocracy","Closed Autocracy Lower"
"277","Angola",104,"AGO",1947,0,0,"Closed Autocracy","Closed Autocracy Lower"
"278","Angola",104,"AGO",1948,0,0,"Closed Autocracy","Closed Autocracy Lower"
"279","Angola",104,"AGO",1949,0,0,"Closed Autocracy","Closed Autocracy Lower"
"280","Angola",104,"AGO",1950,0,0,"Closed Autocracy","Closed Autocracy Lower"
"281","Angola",104,"AGO",1951,0,0,"Closed Autocracy","Closed Autocracy Lower"
"282","Angola",104,"AGO",1952,0,0,"Closed Autocracy","Closed Autocracy Lower"
"283","Angola",104,"AGO",1953,0,0,"Closed Autocracy","Closed Autocracy Lower"
"284","Angola",104,"AGO",1954,0,0,"Closed Autocracy","Closed Autocracy Lower"
"285","Angola",104,"AGO",1955,0,0,"Closed Autocracy","Closed Autocracy Lower"
"286","Angola",104,"AGO",1956,0,0,"Closed Autocracy","Closed Autocracy Lower"
"287","Angola",104,"AGO",1957,0,0,"Closed Autocracy","Closed Autocracy Lower"
"288","Angola",104,"AGO",1958,0,0,"Closed Autocracy","Closed Autocracy Lower"
"289","Angola",104,"AGO",1959,0,0,"Closed Autocracy","Closed Autocracy Lower"
"290","Angola",104,"AGO",1960,0,0,"Closed Autocracy","Closed Autocracy Lower"
"291","Angola",104,"AGO",1961,0,0,"Closed Autocracy","Closed Autocracy Lower"
"292","Angola",104,"AGO",1962,0,0,"Closed Autocracy","Closed Autocracy Lower"
"293","Angola",104,"AGO",1963,0,0,"Closed Autocracy","Closed Autocracy Lower"
"294","Angola",104,"AGO",1964,0,0,"Closed Autocracy","Closed Autocracy Lower"
"295","Angola",104,"AGO",1965,0,0,"Closed Autocracy","Closed Autocracy Lower"
"296","Angola",104,"AGO",1966,0,0,"Closed Autocracy","Closed Autocracy Lower"
"297","Angola",104,"AGO",1967,0,0,"Closed Autocracy","Closed Autocracy Lower"
"298","Angola",104,"AGO",1968,0,0,"Closed Autocracy","Closed Autocracy Lower"
"299","Angola",104,"AGO",1969,0,0,"Closed Autocracy","Closed Autocracy Lower"
"300","Angola",104,"AGO",1970,0,0,"Closed Autocracy","Closed Autocracy Lower"
"301","Angola",104,"AGO",1971,0,0,"Closed Autocracy","Closed Autocracy Lower"
"302","Angola",104,"AGO",1972,0,0,"Closed Autocracy","Closed Autocracy Lower"
"303","Angola",104,"AGO",1973,0,0,"Closed Autocracy","Closed Autocracy Lower"
"304","Angola",104,"AGO",1974,0,0,"Closed Autocracy","Closed Autocracy Lower"
"305","Angola",104,"AGO",1975,0,0,"Closed Autocracy","Closed Autocracy Lower"
"306","Angola",104,"AGO",1976,0,0,"Closed Autocracy","Closed Autocracy Lower"
"307","Angola",104,"AGO",1977,0,0,"Closed Autocracy","Closed Autocracy Lower"
"308","Angola",104,"AGO",1978,0,0,"Closed Autocracy","Closed Autocracy Lower"
"309","Angola",104,"AGO",1979,0,0,"Closed Autocracy","Closed Autocracy Lower"
"310","Angola",104,"AGO",1980,0,0,"Closed Autocracy","Closed Autocracy Lower"
"311","Angola",104,"AGO",1981,0,0,"Closed Autocracy","Closed Autocracy Lower"
"312","Angola",104,"AGO",1982,0,0,"Closed Autocracy","Closed Autocracy Lower"
"313","Angola",104,"AGO",1983,0,0,"Closed Autocracy","Closed Autocracy Lower"
"314","Angola",104,"AGO",1984,0,0,"Closed Autocracy","Closed Autocracy Lower"
"315","Angola",104,"AGO",1985,0,0,"Closed Autocracy","Closed Autocracy Lower"
"316","Angola",104,"AGO",1986,0,0,"Closed Autocracy","Closed Autocracy Lower"
"317","Angola",104,"AGO",1987,0,0,"Closed Autocracy","Closed Autocracy Lower"
"318","Angola",104,"AGO",1988,0,0,"Closed Autocracy","Closed Autocracy Lower"
"319","Angola",104,"AGO",1989,0,0,"Closed Autocracy","Closed Autocracy Lower"
"320","Angola",104,"AGO",1990,0,0,"Closed Autocracy","Closed Autocracy Lower"
"321","Angola",104,"AGO",1991,0,0,"Closed Autocracy","Closed Autocracy Lower"
"322","Angola",104,"AGO",1992,1,3,"Electoral Autocracy","Electoral Autocracy Lower"
"323","Angola",104,"AGO",1993,0,0,"Closed Autocracy","Closed Autocracy Lower"
"324","Angola",104,"AGO",1994,0,0,"Closed Autocracy","Closed Autocracy Lower"
"325","Angola",104,"AGO",1995,0,0,"Closed Autocracy","Closed Autocracy Lower"
"326","Angola",104,"AGO",1996,0,0,"Closed Autocracy","Closed Autocracy Lower"
"327","Angola",104,"AGO",1997,0,0,"Closed Autocracy","Closed Autocracy Lower"
"328","Angola",104,"AGO",1998,0,0,"Closed Autocracy","Closed Autocracy Lower"
"329","Angola",104,"AGO",1999,0,0,"Closed Autocracy","Closed Autocracy Lower"
"330","Angola",104,"AGO",2000,0,0,"Closed Autocracy","Closed Autocracy Lower"
"331","Angola",104,"AGO",2001,0,0,"Closed Autocracy","Closed Autocracy Lower"
"332","Angola",104,"AGO",2002,0,0,"Closed Autocracy","Closed Autocracy Lower"
"333","Angola",104,"AGO",2003,0,0,"Closed Autocracy","Closed Autocracy Lower"
"334","Angola",104,"AGO",2004,0,0,"Closed Autocracy","Closed Autocracy Lower"
"335","Angola",104,"AGO",2005,0,0,"Closed Autocracy","Closed Autocracy Lower"
"336","Angola",104,"AGO",2006,0,0,"Closed Autocracy","Closed Autocracy Lower"
"337","Angola",104,"AGO",2007,0,0,"Closed Autocracy","Closed Autocracy Lower"
"338","Angola",104,"AGO",2008,0,0,"Closed Autocracy","Closed Autocracy Lower"
